,Adult,Genres,Id,Imdb Id,Keywords,Production Companies,Production Countries,Release Date,Year,Tagline,Title,Budget,Popularity,Runtime,Vote Average,Vote Count,New Key,Worldwide,Domestic,Foreign
2538,False,['Comedy'],8696,tt0337909,"['england', 'nudity', 'mannequin', 'northern england', 'leukemia', 'calendar', 'yorkshire', 'based on a true story']","['Harbour Pictures', 'Touchstone Pictures']",['United Kingdom'],9/2/2003,2003,Some ladies will do anything for a good cause.,Calendar Girls,10000000,5.109575,108.0,6.6,94.0,"['female nudity', 'england', 'mannequin', 'leukemia']",93400759,31041759,62359000
2540,False,['Drama'],11093,tt0315983,"['san francisco, california', 'depression', 'immigrant', 'house', 'tragedy', 'intimidation', 'iranian', 'bungalow']","['DreamWorks SKG', 'Cobalt Media Group', 'Bisgrove Entertainment']",['United States of America'],12/19/2003,2003,Some dreams can't be shared.,House of Sand and Fog,16500000,9.245145,126.0,7.0,202.0,"['san francisco', 'immigrant', 'house', 'intimidation']",16763804,13040288,3723516
2541,False,"['Crime', 'Drama']",504,tt0340855,"['female nudity', 'prostitute', 'rape', 'sexual abuse', 'desperation', 'death penalty', 'motel', 'job interview', 'based on true story', 'murder', 'betrayal', 'serial killer', 'poverty', 'prostitution', 'heartbreak', 'mental illness', 'woman director']",['Newmarket Films'],['United States of America'],11/16/2003,2003,The first female serial killer of America,Monster,8000000,7.189024000000002,110.0,7.0,500.0,"['female nudity', 'prostitute', 'rape', 'sexual abuse', 'desperation', 'death penalty', 'motel', 'job interview', 'based on true story', 'murder', 'betrayal', 'serial killer', 'poverty', 'prostitution', 'heartbreak', 'mental illness', 'woman director']",58469210,34469210,24000000
2542,False,['Comedy'],11007,tt0349205,"['chicago, illinois', 'based on novel or book', 'husband wife relationship', 'big family', 'american football coach', 'remake', 'family relationships', 'sibling', 'new job', 'aspiring actor', 'smart kid', 'father son relationship', 'sister sister relationship', 'large family', 'brother brother relationship']","['Twentieth Century Fox Film Corporation', 'Robert Simonds Productions']",['United States of America'],12/24/2003,2003,Growing pains? They've got twelve of them!,Cheaper by the Dozen,40000000,7.364297,98.0,6.0,725.0,"['big family', 'new job', 'aspiring actor']",190212113,138614544,51597569
2543,False,['Drama'],2289,tt0159365,"['loss of lover', 'loss of family', 'deserter', 'loss of father']","['Miramax Films', 'Mirage Enterprises', 'Castel Film Romania', 'Bona Fide Productions', 'Cattleya']","['United States of America', 'United Kingdom', 'Romania', 'Italy']",12/24/2003,2003,Find the strength. Find the courage. No matter what it takes... find the way home.,Cold Mountain,79000000,9.645543,154.0,6.7,545.0,"['loss of lover', 'loss of family', 'deserter', 'loss of father']",173013509,95636509,77377000
2544,False,"['Action', 'Adventure', 'Mystery', 'Science Fiction', 'Thriller']",9620,tt0338337,"['prophecy', 'engineer', 'scientist', 'millionaire', 'screwball comedy']","['Paramount Pictures', 'DreamWorks SKG', 'Davis Entertainment', 'Lion Rock Productions', 'Province of British Columbia Film Incentive BC']","['Canada', 'United States of America']",12/25/2003,2003,Remember the future.,Paycheck,60000000,12.571789,119.0,5.9,594.0,"['prophecy', 'engineer', 'scientist']",117248958,53790451,63458507
2545,False,"['Adventure', 'Fantasy', 'Family']",10601,tt0316396,"['flying', 'liberation', 'fairy', 'crocodile', 'peter pan', 'pirate gang', 'mermaid', 'pirate', ""based on children's book"", 'fantasy world', 'pirate ship']","['Columbia Pictures', 'Universal Pictures', 'Revolution Studios', 'Quinta Communications']","['United Kingdom', 'United States of America']",12/25/2003,2003,All children grow up except one.,Peter Pan,100000000,8.98628,113.0,6.9,671.0,"['flying', 'liberation', 'fairy', 'peter pan', 'pirate gang']",121975011,48462608,73512403
2549,False,"['Comedy', 'Romance']",14844,tt0360139,"['venice', 'berlin', 'usa president', 'undercover', 'prague', 'romantic comedy', 'travel', 'lying', 'young adult', 'secret service agent']","['Alcon Entertainment', 'ETIC Films', 'C.R.G. International', 'Trademark Films']","['United Kingdom', 'United States of America']",1/9/2004,2004,How do you fall in love with the whole world watching?,Chasing Liberty,23000000,5.950792,111.0,6.1,154.0,"['venice', 'berlin', 'usa president', 'undercover', 'prague', 'romantic comedy', 'travel', 'lying', 'young adult', 'secret service agent']",12313323,12195626,117697
2551,False,"['Comedy', 'Romance']",5966,tt0343135,"['beach', 'honeymoon', 'bride', 'chance', 'risk', 'relation', 'long island', 'romantic comedy', 'comedy', 'scuba diving', 'unfaithfulness', 'los angeles', 'art gallery', 'dance class', 'opposites attract', 'caribbean', 'commitment', 'dance club', 'neurotic', 'bagpipes', 'chance encounter']","['Jersey Films', 'Loofah Productions']",['United States of America'],1/16/2004,2004,"For the most cautious man on Earth, life is about to get interesting.",Along Came Polly,42000000,15.725542,90.0,5.8,795.0,"['beach', 'honeymoon', 'bride', 'chance', 'risk', 'relation', 'long island', 'romantic comedy', 'comedy', 'scuba diving', 'unfaithfulness', 'los angeles', 'art gallery', 'dance class', 'opposites attract', 'caribbean', 'commitment', 'dance club', 'neurotic', 'bagpipes', 'chance encounter']",178311729,88097164,90214565
2554,False,"['Action', 'Comedy']",31395,tt0109376,['police'],['Orion Pictures'],['United States of America'],1/28/1994,1994,An arresting comedy,"Car 54, Where Are You?",10700000,1.060709,89.0,3.0,5.0,['police'],1238080,1238080,
2557,False,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']",9548,tt0098987,"['rock and roll', 'show business', 'rock star', 'heavy metal', 'murder']","['Twentieth Century Fox Film Corporation', 'Silver Pictures']",['United States of America'],7/11/1990,1990,Kojak. Columbo. Dirty Harry. Wimps.,The Adventures of Ford Fairlane,49000000,3.834949,104.0,6.2,72.0,"['rock and roll', 'show business', 'rock star', 'heavy metal', 'murder']",21413502,21413502,
2560,False,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",2017,tt0292610,"['robbery', 'detective', 'bank', 'hostage', 'robber', 'police', 'femme fatale', 'based on true story', 'thief', 'tension', 'missing girl', 'theft', 'police officer', 'police detective', 'bank robbery', 'policeman', 'team of criminals']","['Remstar Productions', 'ApolloMedia Distribution', 'Kismet Entertainment Group', 'Seven Arts Films']",['United States of America'],6/28/2002,2002,HE was more than a cop. SHE was more than a thief.,No Good Deed,12000000,4.165629,97.0,5.2,56.0,"['robbery', 'detective', 'bank', 'hostage', 'robber', 'police', 'femme fatale', 'based on true story', 'thief', 'tension', 'missing girl', 'theft', 'police officer', 'police detective', 'bank robbery', 'policeman', 'team of criminals']",1440653,181600,1259053
2561,False,"['Animation', 'Comedy', 'Fantasy']",14239,tt0104009,"['sex', 'seduction', 'comic book', 'alternate dimension', 'adult animation', 'cartoonist']","['Paramount Pictures', 'Paramount Animation']",['United States of America'],7/10/1992,1992,Holli Would if she could ...and she will,Cool World,30000000,11.781895,102.0,4.9,135.0,"['sex', 'seduction', 'comic book', 'alternate dimension', 'adult animation', 'cartoonist']",14110589,14110589,
2564,False,"['Science Fiction', 'Thriller']",1954,tt0289879,"['prison', 'child abuse', 'amnesia', 'chaos theory', 'blackout', 'trauma', 'time travel', 'love', 'mind control', 'flashback', 'bully', 'memory loss', 'violence', 'therapy']","['New Line Cinema', 'FilmEngine', 'Katalyst Films', 'BenderSpink', 'Province of British Columbia Production Services Tax Credit']","['Canada', 'United States of America']",1/22/2004,2004,"Such minor changes, such huge consequences.",The Butterfly Effect,13000000,12.994939,113.0,7.3,2119.0,"['amnesia', 'chaos theory', 'blackout', 'time travel']",96822421,57938693,38883728
2565,False,"['Comedy', 'Romance']",13476,tt0335559,"['celebrity', 'romantic comedy', 'male female relationship']",['DreamWorks SKG'],['United States of America'],1/23/2004,2004,"In every love story, there's only room for one leading man.",Win a Date with Tad Hamilton!,17000000,5.924226,95.0,5.5,163.0,"['celebrity', 'romantic comedy', 'male female relationship']",21513434,17071962,4441472
2567,False,"['Comedy', 'Crime']",12634,tt0315824,"['hotel', 'robbery', 'based on novel', 'judge', 'hawaii', 'blackmail', 'seduction', 'yacht', 'waterfall', 'delinquency', 'safe', 'stolen money', 'deception', 'skinny dipping', 'cell phone', 'double cross', 'beach house', 'elmore leonard', 'scheming']","['Material', 'Taormina Productions']",['United States of America'],1/30/2004,2004,It's all in who you trust,The Big Bounce,50000000,6.496271,88.0,5.0,77.0,"['hotel', 'robbery', 'based on novel', 'judge', 'hawaii', 'blackmail', 'seduction', 'yacht', 'waterfall', 'delinquency', 'safe', 'stolen money', 'deception', 'skinny dipping', 'cell phone', 'double cross', 'beach house', 'elmore leonard', 'scheming']",6808550,6489476,319074
2571,False,"['Drama', 'History']",14292,tt0349825,"['olympic games', 'sport', 'ice hockey', 'milwaukee wisconsin', 'gas rationing', 'lake placid new york', 'aftercreditsstinger']",['Walt Disney'],['United States of America'],2/6/2004,2004,"If you believe in yourself, anything can happen.",Miracle,28000000,8.248999000000001,135.0,7.0,162.0,"['olympic games', 'sport', 'ice hockey', 'milwaukee wisconsin', 'gas rationing', 'lake placid new york', 'aftercreditsstinger']",64445708,64378093,67615
2572,False,"['Drama', 'Romance']",1278,tt0309987,"['paris', 'love triangle', 'male nudity', 'female nudity', 'sex', 'hotel', 'sexuality', 'cinephilia', 'flat', 'bathing', 'riot', 'first time', 'crush', 'american', 'twins', 'apartment']","['Peninsula Films', 'Fiction Films']","['France', 'Italy', 'United Kingdom']",9/1/2003,2003,Together nothing is impossible. Together nothing is forbidden.,The Dreamers,15000000,6.685981,115.0,7.2,680.0,"['paris', 'love triangle', 'male nudity', 'female nudity', 'sex', 'hotel', 'sexuality', 'cinephilia', 'flat', 'bathing', 'riot', 'first time', 'crush', 'american', 'twins', 'apartment']",15121165,2532228,12588937
2576,False,"['Action', 'Crime', 'Thriller']",22004,tt0105636,"['ghetto', 'hitman', 'gang war', 'treasure hunt', 'revenge', 'murder', 'gang', 'arson', 'drug dealing', 'gangster', 'explosion', 'drug overdose']",['Universal Pictures'],['United States of America'],12/25/1992,1992,They all came to the wrong place at the wrong time.,Trespass,14000000,9.879725,101.0,6.2,46.0,"['ghetto', 'hitman', 'gang war', 'treasure hunt', 'revenge', 'murder', 'gang', 'arson', 'drug dealing', 'gangster', 'explosion', 'drug overdose']",13249535,13249535,
2577,False,"['Crime', 'Drama']",11023,tt0328538,"['cheating', 'dysfunctional family', 'teen angst', 'underage drinking', 'domestic violence', 'makeover', 'drug overdose', 'teacher student relationship', 'street life', 'movie theater', 'razor blade', 'tattoo shop', 'peer pressure', 'shoe store', 'overachiever', 'reference to jack black', 'flunking out of school', 'promiscuous mother', 'glue sniffing']","['Fox Searchlight Pictures', 'Sound for Film', 'Working Title Films']",['United States of America'],8/20/2003,2003,It's happening so fast.,Thirteen,2000000,14.379879,100.0,6.6,355.0,"['cheating', 'dysfunctional family', 'teen angst', 'underage drinking', 'domestic violence', 'makeover', 'drug overdose', 'teacher student relationship', 'street life', 'movie theater', 'razor blade', 'tattoo shop', 'peer pressure', 'shoe store', 'overachiever', 'reference to jack black', 'flunking out of school', 'promiscuous mother', 'glue sniffing']",10128960,4601043,5527917
2580,False,"['Comedy', 'Romance']",1824,tt0343660,"['deja vu', 'amnesia', 'hawaii', 'ladykiller', 'veterinarian', 'romantic comedy', 'short term memory loss']","['Columbia Pictures Corporation', 'Happy Madison Productions', 'Anonymous Content']",['United States of America'],2/13/2004,2004,Imagine having to win over the girl of your dreams... every friggin' day.,50 First Dates,75000000,11.134888,99.0,6.6,2161.0,"['deja vu', 'amnesia', 'hawaii', 'ladykiller']",198520934,120908074,77612860
2584,False,"['Action', 'Adventure']",6470,tt0099575,['flying'],"['Nova International Films', 'Touchstone Pictures']",['United States of America'],5/25/1990,1990,The best just got better,Fire Birds,22000000,2.65559,85.0,4.5,35.0,['flying'],14760451,14760451,
2586,False,['Comedy'],11132,tt0361467,"['rock star', 'spotlight', 'high school', 'party', 'rivalry', 'woman director']",['Walt Disney Pictures'],"['Germany', 'United States of America']",2/17/2004,2004,She's making a scene over everything.,Confessions of a Teenage Drama Queen,15000000,7.423275,89.0,5.1,228.0,"['rock star', 'spotlight', 'high school', 'party', 'rivalry', 'woman director']",33251890,29331068,3920822
2587,False,['Comedy'],9352,tt0356150,"['paris', 'berlin', 'alcohol', 'sex', 'nudity', 'adventure', 'pen pals', 'travel', 'nudism', 'marijuana', 'teenager']","['DreamWorks SKG', 'The Montecito Picture Company', 'Blue Sea Productions']",['United States of America'],2/20/2004,2004,No actual Europeans were harmed in the making of this film.,EuroTrip,25000000,6.275468,93.0,6.5,673.0,"['paris', 'berlin', 'alcohol', 'sex', 'nudity', 'adventure', 'pen pals', 'travel', 'nudism', 'marijuana', 'teenager']",22605153,17771387,4833766
2588,False,['Drama'],615,tt0335345,"['christianity', 'jewry', 'roman empire', 'jesus christ', 'suffering', 'apostle', 'last supper', 'roman', 'bible', 'mission']","['Icon Productions', 'Twentieth Century Fox Film Corporation']",['United States of America'],2/25/2004,2004,"By his wounds, we were healed.",The Passion of the Christ,30000000,13.194168,127.0,6.9,888.0,"['christianity', 'jewry', 'roman empire', 'jesus christ', 'suffering', 'apostle', 'last supper', 'roman', 'bible', 'mission']",611486736,370274604,241212132
2589,False,"['Comedy', 'Horror']",11217,tt0331953,"['island', 'machete', 'beautiful woman', 'serial killer', 'murder hunt']","['Fox Searchlight Pictures', 'Broken Lizard Industries', 'Coconut Pete Productions']",['United States of America'],2/27/2004,2004,A vacation to die for,Club Dread,8500000,6.57613,104.0,5.1,107.0,"['island', 'machete', 'beautiful woman', 'serial killer']",7565807,5001708,2564099
2590,False,"['Drama', 'Romance']",10677,tt0338096,"['dancing', 'cuba', 'beach', 'dance', 'reicher amerikaner', 'cuban revolution', 'little boy', 'dance competition', 'falling in love', '1950s']","['Miramax Films', 'Lions Gate Films', 'Artisan Entertainment', 'Lawrence Bender Productions', 'Havana Nights LLC']",['United States of America'],2/27/2004,2004,Break the rules. Find your freedom. Live your life.,Dirty Dancing: Havana Nights,25000000,4.475359,86.0,6.0,154.0,"['dance', 'reicher amerikaner', 'cuban revolution', 'little boy']",27685016,14161590,13523426
2593,False,"['Western', 'Adventure']",2023,tt0317648,"['middle east', 'horse race', 'horse', 'racehorse', 'sheik', 'mustang', 'desert', 'pony express', '19th century']","['Casey Silver Productions', 'Touchstone Pictures', 'Dune Films']","['United States of America', 'Morocco']",3/5/2004,2004,Unbridled. Unbroken. Unbeaten.,Hidalgo,100000000,8.140709,136.0,6.5,321.0,"['horse race', 'horse']",108040622,67303450,40737172
2594,False,"['Comedy', 'Crime']",9384,tt0335438,"['informant', 'jumping from a rooftop', 'surveillance footage']","['Weed Road Pictures', 'Warner Bros.', 'Dimension Films', 'Red Hour Films']",['United States of America'],3/5/2004,2004,They're the man.,Starsky & Hutch,60000000,10.776138,101.0,5.6,661.0,"['informant', 'jumping from a rooftop']",170268750,88237754,82030996
2595,False,['Comedy'],17047,tt0358349,"['london england', 'cia', 'teenage hero', 'teen spy']","['Splendid Pictures', 'Maverick Films', 'Dylan Sellers Productions', 'Madacy Entertainment']",['United States of America'],6/24/2004,2004,Adventure is an attitude.,Agent Cody Banks 2: Destination London,26000000,12.59201,100.0,5.2,145.0,"['london england', 'cia', 'teenage hero', 'teen spy']",28818995,23630159,5188836
